Gericht,Aktenzeichen,Datum,Art,Rechtsgrundlage,Text,Schlagwort,Urteil,pagination,pagination-href
Oberverwaltungsgericht Berlin-Brandenburg,12 B 22.14,20.08.2015,Urteil,Informationsfreiheitsgesetz (Bund),"Zwar handelt es sich bei der Diensttelefonliste eines Jobcenters um eine amtliche Information im Sinne des Informationsfreiheitsgesetzes, dem Informationszugang steht jedoch der Schutz personenbezogener Daten der Mitarbeiter entgegen. Auf die Rückausnahme für die Kommunikationsdaten von Bearbeitern kann sich die Klägerin nicht stützen, da nicht jeder Mitarbeiter schon wegen der Eigenschaft als Beschäftigter auch Bearbeiter im Sinne der Vorschrift ist. Bearbeiter sind vielmehr nur solche Amtsträger, die mit einem bestimmten Vorgang befasst gewesen sind und an ihm mitgewirkt haben. Das privatnützige Interesse der Klägerin vermag sich zudem nicht gegenüber dem regelmäßig als überwiegend vermuteten Interesse an der Geheimhaltung der personenbezogenen Daten von Behördenmitarbeitern durchzusetzen. Der Klägerin geht es nicht um eine Kontrolle staatlichen Handelns.","Begriffsbestimmung, Interessenabwägung, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/OVB_BB_12_B_22_14.pdf,2,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=20
Oberverwaltungsgericht Berlin-Brandenburg,12 B 35.14,27.08.2015,Urteil,Informationsfreiheitsgesetz (Bund),"Das Oberverwaltungsgericht bestätigt die Entscheidung der Vorinstanz, nach der ein Vermerk des Ministeriums über die Konsequenzen aus einem Prüfbericht des Bundesrechnungshofs  nicht der entsprechenden vorrangigen, spezialgesetzlichen Geheimhaltungsvorschrift der Bundeshaushaltsordnung unterfällt. Die Möglichkeit, aus den im Vermerk enthaltenen Schlussfolgerungen Rückschlüsse auf das Ergebnis der Prüfung des Bundesrechnungshofs zu ziehen, wird vom Schutzzweck dieser Vorschrift nicht erfasst. Kein Anspruch auf Informationszugang besteht hingegen in Bezug auf jene Aktenbestandteile des Ministeriums, die den Prüfbericht des Bundesrechnungshofs wiedergeben.","(Gesetzliche) Geheimhaltungspflichten, Betriebs- und Geschäftsgeheimnisse",http://www.lda.brandenburg.de/media_fast/5955/OVG_BB_12_B_35_14.pdf,2,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=20
Verwaltungsgericht Wiesbaden,6 K 687/15,04.09.2015,Urteil,Informationsfreiheitsgesetz (Bund),"Das Verwaltungsgericht verpflichtet das Bundeskriminalamt, den beantragten Zugang zu einem Vertrag über die Beschaffung des ""Bundestrojaners"" (Quellen-Telekommunikationsüberwachung) in Bezug auf bestimmte Inhalte ohne Schwärzungen zu gewähren. Für die Zeit nach Abschluss des Vergabeverfahrens - das Gericht zweifelt allerdings an, dass ein solches überhaupt vorlag - werden die Rechte der privaten Vertragspartner nur durch den Schutz von Betriebs- und Geschäftsgeheimnissen aus dem Informationsfreiheitsgesetz berücksichtigt. Insbesondere können Angaben aber nur dann Geschäftsgeheimnisse sein, die wenigstens im Ansatz kalkulatorisch, preisgestalterisch und damit in sich schutzwürdig sind. Dies ist nur teilweise der Fall. In einigen Punkten besteht zudem kein Zugangsrecht, weil das Bekanntwerden der Informationen nachteilige Auswirkungen auf Sicherheitsbelange haben kann.","(Gesetzliche) Geheimhaltungspflichten, Ablehnungsbegründung, Aussonderungen, Betriebs- und Geschäftsgeheimnisse, Gefährdung des Erfolgs behördlicher Maßnahmen, Interessenabwägung, Konkurrierende Rechtsvorschriften, Prozessuales, Sicherheitsaspekte",http://www.lda.brandenburg.de/media_fast/5955/VG_Wiesbaden_6_K_687_15.pdf,2,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=20
Verwaltungsgericht Mainz,1 K 583/14,10.09.2015,Urteil,Informationsfreiheitsgesetz (Bund),"Der Kläger, ein ALG II-Empfänger, verfolgt insbesondere kein besonderes öffentliches Interesse am Zugang zu den Informationen, es geht ihm nicht um die Kontrolle staatlichen Handelns, sondern um ein privates Informationsinteresse. Zwar komme den personenbezogenen Daten der Mitarbeiter wegen des dienstlichen Bezugs kein hoher Schutz zu, dem Kläger fehlt es jedoch an der spezifischen Nähe zu den begehrten Informationen. Das Jobcenter hat zudem keine größere Hürde in Bezug auf die telefonische Erreichbarkeit der Mitarbeiter aufgebaut. Der Personenbezug entfällt auch nicht, wenn die Vor- und Nachnamen der Mitarbeiter geschwärzt werden. Die im Informationsfreiheitsgesetz vorgesehene Rückausnahme der Bearbeiterdaten vom Datenschutz kommt nicht zum Tragen, da der konkrete Bezug zu einem Verwaltungsvorgang fehlt. Zwar bedarf eine Behörde zur Veröffentlichung von Mitarbeitertelefonlisten keiner Ermächtigungsgrundlage (Beschluss des Bundesverwaltungsgerichts vom 12. März 2008, 2 B 131/07). Daraus kann jedoch nicht zwingend darauf geschlossen werden, dass ein Bürger einen Anspruch auf Herausgabe dieser Informationen hat. Das Gericht schließt sich damit ausdrücklich einer Entscheidung des Verwaltungsgerichts Neustadt an der Weinstraße vom 4. September 2014 (4 K 466/14) an.","Aussonderungen, Begriffsbestimmung, Personenbezogene Daten, Veröffentlichung von Informationen",http://www.lda.brandenburg.de/media_fast/5955/VG_Mainz_1_K_583_14.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Bundesverwaltungsgericht,7 B 24.15,08.10.2015,Beschluss,Informationsfreiheitsgesetz (Nordrhein-Westfalen),Das Bundesverwaltungsgericht lehnt die Beschwerde des Klägers gegen die Nichtzulassung der Revision durch das Oberverwaltungsgericht Nordrhein-Westfalen ab. Die Argumentation basiert ausschließlich auf prozessrechtlichen Erwägungen.,Prozessuales,http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_B_24_15.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Verwaltungsgericht Wiesbaden,6 K 228/15,09.10.2015,Urteil,Umweltinformationsgesetz (Hessen),"Das Gericht bestätigt die Ablehnung der Herausgabe eines Konsortialvertrags, der im Zusammenhang mit dem Ausbau eines Flughafens geschlossen worden war. Zwar besteht ein Anspruch auf Umweltinformationen auch dann, wenn es um beschlossene politische Handlungsprogramme, Rechts- oder Verwaltungsvorschriften, Abkommen, Umweltvereinbarungen und Pläne geht. Der in Rede stehende Vertrag ist jedoch kein Abkommen zum Schutz von Umweltbestandteilen. Die Tatsache, dass er an einer bestimmten Stelle eine Umweltinformation enthält (die bekannt gegeben wurde), lässt nicht den Umkehrschluss zu, dass auch alle übrigen Regelungen des Vertrags Umweltinformationen darstellen.","Begriffsbestimmung, Prozessuales",http://www.lda.brandenburg.de/media_fast/5955/VG_Wiesbaden_6_K_%20228_15.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Oberverwaltungsgericht Hamburg,3 Bf 44/13,10.11.2015,Urteil,Transparenzgesetz (Hamburg),"Allein die Nichtöffentlichkeit einer Sitzung genügt nicht, um die Herausgabe von Protokollen derselben zu verweigern. Die entsprechende Ausnahmevorschrift des Hamburgischen Transparenzgesetzes knüpft vielmehr an solche Verschwiegenheitspflichten der Teilnehmer an, die spezialgesetzlich geregelt ist. Im vorliegenden Fall wäre zur Auslösung der Vertraulichkeit ein formaler Beschluss der Bezirksversammlung erforderlich gewesen; es wurde aber lediglich die Öffentlichkeit von der Sitzung ausgeschlossen. Das Oberverwaltungsgericht verpflichtet die Beklagte, den Anträgen des Klägers vollständig zu entsprechen.","(Gesetzliche) Geheimhaltungspflichten, Begriffsbestimmung, Beratungsgeheimnis (behördlicher Entscheidungsprozess)",http://www.lda.brandenburg.de/media_fast/5955/OVG_HH_3_Bf_44_13.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Bundesverwaltungsgericht,7 B 40.15,23.11.2015,Beschluss,Transparenzgesetz (Hamburg),Das Bundesverwaltungsgericht weist die Nichtzulassungsbeschwerde ab. Es begründet dies mit der nicht rechtsgrundsätzlichen Bedeutung der Angelegenheit. Zuvor hatte bereits das Oberverwaltungsgericht die Berufung zurückgewiesen. Das Begehren des klagenden Insolvenzverwalters richtete sich auf die Einsichtnahme in die Vollstreckungsakte der Insolvenzschuldnerin. Dabei handelt es sich jedoch um Vorgänge der Steuerfestsetzung und Steuererhebung im Sinne der entsprechenden Ausnahmevorschrift des Hamburgischen Transparenzgesetzes.,Schutz besonderer Verfahren,http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_B_40_15.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Bundesverwaltungsgericht,7 B 42.15,23.11.2015,Beschluss,Transparenzgesetz (Hamburg),Das Bundesverwaltungsgericht weist die Nichtzulassungsbeschwerde ab. Es begründet dies mit der nicht rechtsgrundsätzlichen Bedeutung der Angelegenheit. Zuvor hatte bereits das Oberverwaltungsgericht die Berufung zurückgewiesen. Das Begehren des klagenden Insolvenzverwalters richtete sich auf die Zugänglichmachung von Kontoauszügen der Insolvenzschuldnerin. Dabei handelt es sich jedoch um Vorgänge der Steuerfestsetzung und Steuererhebung im Sinne der entsprechenden Ausnahmevorschrift des Hamburgischen Transparenzgesetzes.,Schutz besonderer Verfahren,http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_B_42_15.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Oberverwaltungsgericht Sachsen,5 D 47/15,14.12.2015,Beschluss,Informationsfreiheitsgesetz (Bund),"Das Oberverwaltungsgericht hebt den gegenteiligen Beschluss des Verwaltungsgerichts Dresden auf und bewilligt dem Antragsteller Prozesskostenhilfe für den ersten Rechtszug. Die vorgesehene Klage gegen die Ablehnung des Zugangs zur aktuellen Diensttelefonliste eines Jobcenters bietet hinreichende Aussicht auf Erfolg. Das Oberverwaltungsgericht stellt insbesondere fest, dass daraus, dass nicht nachvollziehbar ist, aus welchem Grund der Antragsteller Listen von Jobcentern im gesamten Bundesgebiet begehrt, ein Mutwillen nicht abgeleitet werden kann.",Prozessuales,http://www.lda.brandenburg.de/media_fast/5955/OVG_SN_D_47_15.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Bundesverwaltungsgericht,7 C 18.14,25.02.2016,Urteil,Informationsfreiheitsgesetz (Bund),"Das Bundeskanzleramt kann sich nach Auffassung des Bundesverwaltungsgerichts in seiner Eigenschaft als Fachaufsichtsbehörde für den Bundesnachrichtendienst und insoweit, als die Koordinierungstätigkeit des Beauftragten für die Nachrichtendienste betroffen ist, auf den besonderen Versagungsgrund zum Schutz öffentlicher Belange (gegenüber den Nachrichtendiensten) berufen. Diese Bestimmung ist zwar nicht einem allgemein informationsbezogenen, insoweit aber einem funktionsbezogenen, die Aufsichts- und Koordinierungstätigkeit des Bundeskanzleramts ausgerichteten Verständnis zugänglich. Das Bundesverwaltungsgericht hält somit zwar das informationsbezogene Verständnis der in Rede stehenden Bereichsausnahme durch das Oberverwaltungsgericht Berlin-Brandenburg für überdehnt, bestätigt im Ergebnis aber dessen Entscheidung.","Anwendungsbereich/Zuständigkeit, Aufsichtsaufgaben, Sicherheitsaspekte",http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_C_18_14.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Verwaltungsgericht Köln,13 K 5017/13,25.02.2016,Urteil,Informationsfreiheitsgesetz (Bund),"Das Verwaltungsgericht verpflichtet die Bundesnetzagentur, Auskunft über die Höhe der Mehrerlösabschöpfung eines in öffentlicher Trägerschaft befindlichen Stromnetzbetreibers zu erteilen. Dieser nimmt Aufgaben der Daseinsvorsorge wahr und ist als juristische Person, deren alleiniger Gesellschafter eine Stadt ist, nicht grundrechtsfähig. Eine Berufung auf Artikel 12 GG, aus dem der Schutz von Betriebs- und Geschäftsgeheimnissen abgeleitet wird, kommt daher nicht in Frage. Zudem handelt es sich nicht um ein Geschäftsgeheimnis. Der Betrag wird rechnerisch von der Bundesnetzagentur ermittelt und ermöglicht keinen Rückschluss auf wirtschaftliche Kennzahlen des Betreibers. Darüber hinaus besteht im Fall des Betreibers ein sogenanntes natürliches Monopol, mithin existiert keine wirkliche Wettbewerbslage. Es ist außerdem davon auszugehen, dass Angaben, die mindestens fünf Jahre alt und daher nicht mehr aktuell sind, nur in zu begründenden Ausnahmefällen als schützenswerte Geschäftsgeheimnisse anzusehen sind. Bei der Mehrerlösabschöpfung handelt es sich um die Rückführung überhöhter Netzentgelte für die Strom- und Gasversorgung durch den Netzbetreiber an die Netznutzer.",Betriebs- und Geschäftsgeheimnisse,http://www.lda.brandenburg.de/media_fast/5955/VG_Koeln_13_K_5017_13.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Verwaltungsgericht Köln,13 K 3138/15,25.02.2016,Urteil,Informationsfreiheitsgesetz (Bund),"Bei dem Berufsgeheimnis aus der Bundesrechtsanwaltsordnung handelt es sich um eine spezielle Geheimhaltungspflicht, die eine Offenlegung auf der Grundlage des Informationsfreiheitsgesetzes ausschließt. Die antragsgegenständliche Kommunikation des Prozessbevollmächtigten der Bundesnetzagentur mit dem Gericht und die Informationen der Bundesnetzagentur darüber (""Anraten des Gerichts"") ist damit geheimzuhalten. Darüber hinaus befasst sich das Verwaltungsgericht mit der Frage, inwieweit eine sachliche Äußerung eines Berichterstatters über die Erfolgsaussichten eines Verfahrens als personenbezogene Daten zu werten sind. Es verneint dies mit dem Hinweis, Gegenstand der personenbezogenen Daten muss der Betroffene (hier der Berichterstatter) selbst sein. Auch stellt es im Hinblick auf die Bitte des Klägers, mitzuteilen, worin das Anraten des Gerichts besteht, fest, dass kein Anspruch besteht, eine nicht vorhandene ""Aufzeichnung"" einer nicht körperlich existierenden amtlichen Information herzustellen.","(Gesetzliche) Geheimhaltungspflichten, Begriffsbestimmung, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Koeln_13_K_3138_15.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Bundesverwaltungsgericht,7 C 2.15,17.03.2016,Urteil,Informationsfreiheitsgesetz (Bund),"Das Bundesverwaltungsgericht hebt das Urteil der Vorinstanz auf und verweist die Sache an das Oberverwaltungsgericht Berlin-Brandenburg zurück. Die Anforderungen an die Darlegung von Ausschlussgründen bestimmen sich bei außerordentlich umfangreichen Aktenbeständen nach Maßgabe des § 7 Abs. 2 Satz 1 Informationsfreiheitsgesetzes. Außerdem leidet die vorgenommene Abwägung zwischen dem Informationsinteresse des Klägers und den schutzwürdigen Interessen Dritter an Mängeln. Aus der unzureichenden Darlegung der fortbestehenden Wettbewerbsrelevanz unternehmensbezogener Informationen durfte das Oberverwaltungsgericht zudem nicht ohne vorherige Drittbeteiligung schließen, dass dieser Ausschlussgrund nicht vorliegt. Es hätte die Beklagte mangels Spruchreife nur zur Neubescheidung verpflichten müssen. Maßgeblicher Zeitpunkt für das Vorhandensein einer Information ist der Eingang des Antrags auf Informationszugang bei der aktenführenden Stelle. Danach darf sie die Unterlagen weder weggeben noch vernichten. Dies betrifft auch die Abgabe an das Bundesarchiv. Die informationspflichtige Behörde muss sich die Unterlagen  gegebenenfalls im Wege der Amtshilfe vorübergehend wieder übermitteln lassen, um den Informationszugangsanspruch zu prüfen.","Ablehnungsbegründung, Aussonderungen, Begriffsbestimmung, Betriebs- und Geschäftsgeheimnisse, Drittbetroffenheit, Zuständigkeit",http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_C_2_15.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
Bundesverwaltungsgericht,7 C 12.14,14.04.2016,Urteil,,"Auch solche Informationen, die eine Behörde von sich aus veröffentlicht und damit allgemein zugänglich macht, unterfallen der Anwendbarkeit des Informationsweiterverwendungsgesetzes, und zwar ohne dass daran ein individueller Informationszugangsanspruch auf der Grundlage beispielsweise eines Informationsfreiheitsgesetzes bestehen muss. Konkret geht es um Ausschreibungstexte für öffentliche Aufträge, die von der zuständigen Stelle über eine von Dritten betriebene Vergabeplattform im Internet veröffentlicht werden. Die Texte müssen im Ergebnis des Urteils allen Interessenten unverzüglich nach ihrer Veröffentlichung zur Verfügung gestellt werden.","Allgemein zugängliche Quelle, Anwendungsbereich/Zuständigkeit, Begriffsbestimmung, Veröffentlichung von Informationen",http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_C_12_14.pdf,1,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=0
